학수번호-분반	과목명	교수명	학점	이수구분	강의시간표 및 장소	요일	교시	장소
BSMS312 - 00	분자영양학	신민정	3	전공선택	"화(2) 하나과학관 지하 108호
목(2) 하나과학관 지하 108호"	['화', '목']	[[2], [2]]	['하나과학관 지하 108호', '하나과학관 지하 108호']
BSMS322 - 00	식품학II	김인환	3	전공선택	"화(5) 하나과학관 지하 132호
목(5) 하나과학관 지하 132호"	['화', '목']	[[5], [5]]	['하나과학관 지하 132호', '하나과학관 지하 132호']
BSMS324 - 00	시스템합성생물학(영강)	박제원	3	전공선택	"월(3) 하나과학관 지하 127호
수(3) 하나과학관 지하 127호"	['월', '수']	[[3], [3]]	['하나과학관 지하 127호', '하나과학관 지하 127호']
BSMS408 - 00	식품기기분석및실험	김인환	3	전공선택	"목(6-9) 하나과학관 157호
목(6-9) 하나과학관 158호
목(6-9) 하나과학관 지하 132호"	['목', '목', '목']	[[6, 7, 8, 9], [6, 7, 8, 9], [6, 7, 8, 9]]	['하나과학관 157호', '하나과학관 158호', '하나과학관']
BSMS422 - 00	내분비학(영강)	이재웅	3	전공선택	"월(4) 하나과학관 지하 109호
수(4) 하나과학관 지하 109호"	['월', '수']	[[4], [4]]	['하나과학관 지하 109호', '하나과학관 지하 109호']
BSMS424 - 00	휴먼마이크로바이옴(영강)	김희남	3	전공선택	"화(2) 하나과학관 지하 110호
목(2) 하나과학관 지하 110호"	['화', '목']	[[2], [2]]	['하나과학관 지하 110호', '하나과학관 지하 110호']
BSMS426 - 00	조직재생및실험(영강)	홍성회	3	전공선택	"월(4-7) 하나과학관 157호
월(4-7) 하나과학관 158호
월(4-7) 하나과학관 지하 120호"	['월', '월', '월']	[[4, 5, 6, 7], [4, 5, 6, 7], [4, 5, 6, 7]]	['하나과학관 157호', '하나과학관 158호', '하나과학관 지하 120호']
HUSS201 - 00	디지털문화산업과공공성	이경화	3	전공선택	"월(4) 서관 224B호
수(4) 서관 224B호"	['월', '수']	[[4], [4]]	['서관 224B호', '서관 224B호']
HUSS301 - 00	인공지능,리걸테크와법	"이병준,홍영기
강윤희"	3	전공선택	금(1-2) 법학관신관 101호	['금']	[[1, 2]]	['법학관신관 101호']
HUSS303 - 00	기술적복제가능성시대의인공지능문학과미디어	신혜린	3	전공선택	금(6-8) 서관 225호	['금']	[[6, 7, 8]]	['서관 225호']
HUSS304 - 00	창업과혁신	박재홍	3	전공선택	월(2-3) 현차관 B201호	['월']	[[2, 3]]	['현차관 B201호']
HUSS305 - 00	비즈니스플래닝	손영우	3	전공선택	금(2-3) SK미래관 301	['금']	[[2, 3]]	['SK미래관 301']
HUSS402 - 00	스타트업과디지털인문융합	권보연	3	전공선택	금(4-5) 서관 314A호	['금']	[[4, 5]]	['서관 314A호']
HUSS403 - 00	현장실습Ⅰ	류호현	3	전공선택				
HUSS404 - 00	현장실습Ⅱ	류호현	6	전공선택				
HUSS405 - 00	현장실습Ⅲ	류호현	9	전공선택				
HUSS406 - 00	현장실습Ⅳ	류호현	12	전공선택				
KHES212 - 00	물환경관리	문경환	3	전공선택	"월(4) 하나과학관 지하 131호
수(4) 하나과학관 지하 131호"	['월', '수']	[[4], [4]]	['하나과학관 지하 131호', '하나과학관 지하 131호']
KHES216 - 00	작업환경관리	변상훈	3	전공선택	"화(6) 하나과학관 지하 128호
목(6) 하나과학관 지하 128호"	['화', '목']	[[6], [6]]	['하나과학관 지하 128호', '하나과학관 지하 128호']
KHES224 - 00	방사선상호작용(영강)	이원호	3	전공선택	"화(2) 생명과학관(동관)101호
목(2) 생명과학관(동관)101호"	['화', '목']	[[2], [2]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
KHES226 - 00	전염병및백신학	김성욱	3	전공선택	"화(4) 아산이학관 536호
목(4) 아산이학관 536호"	['화', '목']	[[4], [4]]	['아산이학관 536호', '아산이학관 536호']
KHES228 - 00	방사선보건관리	김승철	3	전공선택	금(5-6) 하나과학관 지하 132호	['금']	[[5, 6]]	['하나과학관 지하 132호']
KHES232 - 00	원자력안전규제	조아진	3	전공선택	"월(6) 하나과학관 지하 127호
수(6) 하나과학관 지하 127호"	['월', '수']	[[6], [6]]	['하나과학관 지하 127호', '하나과학관 지하 127호']
KHES239 - 00	보건전산학(영강)	최윤형	3	전공선택	"화(5) 하나과학관 지하 111호
화(5) 하나과학관 지하 125호
목(5) 하나과학관 지하 111호
목(5) 하나과학관 지하 125호"	['화', '화', '목', '목']	[[5], [5], [5], [5]]	['하나과학관 지하 111호', '하나과학관 지하 125호', '하나과학관 지하 111호', '하나과학관 지하 125호']
KHES242 - 00	임상신경과학	김준선	3	전공선택	"화(5) 하나과학관 지하 110호
목(5) 하나과학관 지하 110호"	['화', '목']	[[5], [5]]	['하나과학관 지하 110호', '하나과학관 지하 110호']
KHES313 - 00	실내환경학	손종렬	3	전공선택	월(3-4) 하나과학관 지하 105호	['월']	[[3, 4]]	['하나과학관 지하 105호']
KHES314 - 00	산업환기	신새미	3	전공선택	"수(2) 생명과학관(서관) 201호
금(2) 생명과학관(서관) 201호"	['수', '금']	[[2], [2]]	['생명과학관(서관) 201호', '생명과학관(서관) 201호']
KHES346 - 00	임상운동생리학	김준선	3	전공선택	"화(2) 하나과학관 지하 120호
목(2) 하나과학관 지하 120호"	['화', '목']	[[2], [2]]	['하나과학관 지하 120호', '하나과학관 지하 120호']
KHES412 - 00	산업안전관리	양홍석	3	전공선택	월(5-6) 하나과학관 지하 109호	['월']	[[5, 6]]	['하나과학관 지하 109호']
KHES414 - 00	수질평가및실험(영강)	원승현	3	전공선택	"화(5-7) 하나과학관 170호
화(5-7) 하나과학관 171호
화(5-7) 하나과학관 지하 219호"	['화', '화', '화']	[[5, 6, 7], [5, 6, 7], [5, 6, 7]]	['하나과학관 170호', '하나과학관 171호', '하나과학관 지하 219호']
KHES424 - 00	진단생리학및실험	김성욱	3	전공선택	목(1-3) 하나과학관 지하 106호	['목']	[[1, 2, 3]]	['하나과학관 지하 106호']
KHES426 - 00	최신진단의과학(영강)	강미경	3	전공선택	"화(4) 하나과학관 지하 206호
목(4) 하나과학관 지하 206호"	['화', '목']	[[4], [4]]	['하나과학관 지하 206호', '하나과학관 지하 206호']
KHES428 - 00	방사선안전평가(영강)	이원호	3	전공선택	"월(2) 하나과학관 지하 111호
월(2) 하나과학관 지하 125호
수(2) 하나과학관 지하 111호
수(2) 하나과학관 지하 125호"	['월', '월', '수', '수']	[[2], [2], [2], [2]]	['하나과학관', '하나과학관', '하나과학관', '하나과학관']
KHES432 - 00	식품환경보건학	이유나	3	전공선택	"월(3) 하나과학관 지하 108호
수(3) 하나과학관 지하 108호"	['월', '수']	[[3], [3]]	['하나과학관', '하나과학관']
KHES443 - 00	위해분석환경안전및실험	최재윤	3	전공선택	"목(5-7) 하나과학관 170호
목(5-7) 하나과학관 171호
목(5-7) 하나과학관 지하 219호"	['목', '목', '목']	[[5, 6, 7], [5, 6, 7], [5, 6, 7]]	['하나과학관 170호', '하나과학관 171호', '하나과학관']
LIFS217 - 00	식품과학기초(영강)	한재준	3	전공선택	"월(4) 생명과학관(서관) 401호
수(4) 생명과학관(서관) 401호"	['월', '수']	[[4], [4]]	['생명과학관(서관) 401호', '생명과학관(서관) 401호']
LIFS221 - 00	식품물리화학(영강)	김경헌	3	전공선택	"월(2) 생명과학관(서관) 401호
수(2) 생명과학관(서관) 401호"	['월', '수']	[[2], [2]]	['생명과학관(서관) 401호', '생명과학관(서관) 401호']
LIFS252 - 00	식품미생물학Ⅱ	김세헌	3	전공선택	"화(1) 생명과학관(서관) 231호
목(1) 생명과학관(서관) 231호"	['화', '목']	[[1], [1]]	['생명과학관(서관) 231호', '생명과학관(서관) 231호']
LIFS256 - 00	발효식품학(영강)	손홍석	3	전공선택	"월(3) 생명과학관(동관)102호
수(3) 생명과학관(동관)102호"	['월', '수']	[[3], [3]]	['생명과학관(동관)102호', '생명과학관(동관)102호']
LIFS320 - 00	육가공학	이현정	3	전공선택	금(3-4) 생명과학관(동관)102호	['금']	[[3, 4]]	['생명과학관(동관)102호']
LIFS327 - 00	식품법규		3	전공선택	금(5-6) 생명과학관(동관)102호	['금']	[[5, 6]]	['생명과학관(동관)102호']
LIFS328 - 00	식품위해요소중점관리학	이민석	3	전공선택	금(1-2) 생명과학관(동관)107 호	['금']	[[1, 2]]	['생명과학관(동관)107 호']
LIFS330 - 00	식품생화학II(영강)	이성준	3	전공선택	"월(5) 생명과학관(동관)108호
수(5) 생명과학관(동관)108호"	['월', '수']	[[5], [5]]	['생명과학관(동관)108호', '생명과학관(동관)108호']
LIFS333 - 00	식품공학및가공학실험I	한재준	2	전공선택	월(6-9) 생명과학관(서관) L102호	['월']	[[6, 7, 8, 9]]	['생명과학관(서관)']
LIFS338 - 00	식품공학II(영강)	이민혁	3	전공선택	"월(1) 생명과학관(서관) 335호
수(1) 생명과학관(서관) 335호"	['월', '수']	[[1], [1]]	['생명과학관(서관) 335호', '생명과학관(서관) 335호']
LIFS340 - 00	식품미생물학실험	류지훈	2	전공선택	목(5-7) 생명과학관(서관) L102호	['목']	[[5, 6, 7]]	['생명과학관(서관)']
LIFS366 - 00	식중독세균학	류지훈	3	전공선택	"화(3) 생명과학관(동관)107 호
목(3) 생명과학관(동관)107 호"	['화', '목']	[[3], [3]]	['생명과학관(동관)107 호', '생명과학관(동관)107 호']
LIFS457 - 00	과실채소류과학(영강)	박은영	3	전공선택	"화(4) 생명과학관(동관)101호
목(4) 생명과학관(동관)101호"	['화', '목']	[[4], [4]]	['생명과학관(동관)101호', '생명과학관(동관)101호']
LIFS466 - 00	식품독성학(영강)	이광원	3	전공선택	"화(2) 생명과학관(서관) 401호
목(2) 생명과학관(서관) 401호"	['화', '목']	[[2], [2]]	['생명과학관(서관) 401호', '생명과학관(서관) 401호']
EGRN242 - 00	데이터학습과지능	석준희	3	전공선택				
EGRN322 - 00	창업과경영을위한공학기술경향	최병호	3	전공선택	금(4-5) 현차관 B301호	['금']	[[4, 5]]	['현차관 B301호']
EGRN430 - 00	공학인턴십I		6	전공선택				
EGRN440 - 00	공학인턴십II		9	전공선택				
SOCI207 - 00	현대사회학이론	박형신	3	전공선택	"화(5) 교양관 411호
목(5) 교양관 411호"	['화', '목']	[[5], [5]]	['교양관 411호', '교양관 411호']
SOCI225 - 00	한국사회의구조와변동	홍성태	3	전공선택	"월(3) 서관 401호
수(3) 서관 401호"	['월', '수']	[[3], [3]]	['서관 401호', '서관 401호']
SOCI236 - 00	가족사회학(영강)	정고운	3	전공선택	"월(2) 법학관구관 B101호
수(2) 법학관구관 B101호"	['월', '수']	[[2], [2]]	['법학관구관 B101호', '법학관구관 B101호']
SOCI242 - 00	사회문제론	박정민	3	전공선택	금(2-3) 서관 401호	['금']	[[2, 3]]	['서관 401호']
SOCI243 - 00	사회행위론	심재만	3	전공선택	"화(2) 서관 317호
목(2) 서관 317호"	['화', '목']	[[2], [2]]	['서관 317호', '서관 317호']
SOCI255 - 00	환경사회학(영강)	김승진	3	전공선택	"화(4) 교양관 409호
목(4) 교양관 409호"	['화', '목']	[[4], [4]]	['교양관 409호', '교양관 409호']
SOCI291 - 00	사회학적상상력	조대엽	3	전공필수	"화(4) 교양관 210호
목(4) 교양관 210호"	['화', '목']	[[4], [4]]	['교양관 210호', '교양관 210호']
SOCI292 - 00	사회학발달사	박형신	3	전공필수	"화(3) 교양관 110호
목(3) 교양관 110호"	['화', '목']	[[3], [3]]	['교양관 110호', '교양관 110호']
SOCI294 - 00	사회조사방법		3	전공필수	"수(2) 
금(2) 서관 132호"	['수', '금']	[[2], [2]]	['', '서관 132호']
SOCI295 - 00	사회통계		3	전공필수	"수(1) 서관 307호
금(1) 서관 307호"	['수', '금']	[[1], [1]]	['서관 307호', '서관 307호']
SOCI297 - 00	도시와사회(영강)	김승진	3	전공선택	"화(6) 서관 401호
목(6) 서관 401호"	['화', '목']	[[6], [6]]	['서관 401호', '서관 401호']
SOCI299 - 00	대중문화론(영강)	이지훈	3	전공선택	금(2-3) 교양관 404호	['금']	[[2, 3]]	['교양관 404호']
SOCI300 - 00	컴퓨테이셔널사회학입문(영강)	신은경	3	전공선택	"월(5) L-P 205호
수(5) L-P 205호"	['월', '수']	[[5], [5]]	['L-P 205호', 'L-P 205호']
SOCI316 - 00	현대사회사상	정일준	3	전공선택	"월(5) 서관 316B호
수(5) 서관 316B호"	['월', '수']	[[5], [5]]	['서관 316B호', '서관 316B호']
SOCI361 - 00	영상사회학(영강)	이지훈	3	전공선택	금(5-6) 교양관 414호	['금']	[[5, 6]]	['교양관 414호']
SOCI375 - 00	건강과의료의사회학	김진영	3	전공선택	"화(5) 서관 307호
목(5) 서관 307호"	['화', '목']	[[5], [5]]	['서관 307호', '서관 307호']
SOCI380 - 00	일반사회교과교재연구및지도법	심소현	3	전공선택	화(6-8) 국제관423	['화']	[[6, 7, 8]]	['국제관423']
SOCI381 - 00	일반사회교과논리및논술	심소현	3	전공선택	목(6-8) SK미래관 4119	['목']	[[6, 7, 8]]	['SK미래관 4119']
SOCI463 - 00	팬데믹사회학(영강)	장서현	3	전공선택	"화(2) 서관 132호
목(2) 서관 132호"	['화', '목']	[[2], [2]]	['서관 132호', '서관 132호']
SOCI465 - 00	정치사회학	안지은	3	전공선택	"화(6) 교양관 110호
목(6) 교양관 110호"	['화', '목']	[[6], [6]]	['교양관 110호', '교양관 110호']
SOCI466 - 00	범죄사회학(영강)	송효종	3	전공선택	"화(3) 서관 315호
목(3) 서관 315호"	['화', '목']	[[3], [3]]	['서관 315호', '서관 315호']
SOCI467 - 00	경제사회학	김경필	3	전공선택	"월(3) 서관 215호
수(3) 서관 215호"	['월', '수']	[[3], [3]]	['서관 215호', '서관 215호']
SOCI485 - 00	실업과고용정책	이종선	3	전공선택	"월(5) 현차관 B306호
수(5) 현차관 B306호"	['월', '수']	[[5], [5]]	['현차관 B306호', '현차관 B306호']
SOCI486 - 00	조직과환경	박정민	3	전공선택	"월(5) 서관 132호
수(5) 서관 132호"	['월', '수']	[[5], [5]]	['서관 132호', '서관 132호']
SOCI490 - 00	식품과사회	김철규	3	전공선택	"화(5) 서관 401호
목(5) 서관 401호"	['화', '목']	[[5], [5]]	['서관 401호', '서관 401호']
SOCI497 - 00	빈곤과빈곤정책	남윤철	3	전공선택	"화(3) 서관 132호
목(3) 서관 132호"	['화', '목']	[[3], [3]]	['서관 132호', '서관 132호']
HOEW204 - 00	서양사입문	손태창	3	전공선택	"화(4) 교양관 105호
목(4) 교양관 105호"	['화', '목']	[[4], [4]]	['교양관 105호', '교양관 105호']
HOEW222 - 00	티베트사	김한웅	3	전공선택	"월(4) 서관 317호
수(4) 서관 317호"	['월', '수']	[[4], [4]]	['서관 317호', '서관 317호']
HOEW306 - 00	중화제국의분열과통일	김호	3	전공선택	월(7-9) 서관 403호	['월']	[[7, 8, 9]]	['서관 403호']
HOEW308 - 00	동아시아근대사	이훈	3	전공선택	"화(3) 서관 401호
목(3) 서관 401호"	['화', '목']	[[3], [3]]	['서관 401호', '서관 401호']
HOEW312 - 00	서양중세사	차승현	3	전공선택	"화(4) 교육관 504호
목(4) 교육관 504호"	['화', '목']	[[4], [4]]	['교육관 504호', '교육관 504호']
HOEW314 - 00	서양현대사	오인영	3	전공선택	"화(2) 교육관 307호
목(2) 교육관 307호"	['화', '목']	[[2], [2]]	['교육관 307호', '교육관 307호']
HOEW352 - 00	일본근대사	이형식	3	전공선택	"월(2) 서관 225호
수(2) 서관 225호"	['월', '수']	[[2], [2]]	['서관 225호', '서관 225호']
HOEW366 - 00	러시아문화사		3	전공선택	"월(4) 서관 315호
수(4) 서관 315호"	['월', '수']	[[4], [4]]	['서관 315호', '서관 315호']
HOEW402 - 00	동남아시아사	이채문	3	전공선택	화(7-9) 교양관 302호	['화']	[[7, 8, 9]]	['교양관 302호']
HOEW406 - 00	한중관계사	이훈	3	전공선택	"화(5) 
목(5)"	['화', '목']	[[5], [5]]	['', '']
HOEW412 - 00	오리엔트문명사	고경주	3	전공선택	"화(3) SK미래관 4005
목(3) SK미래관 4005"	['화', '목']	[[3], [3]]	['SK미래관 4005', 'SK미래관 4005']
HOEW420 - 00	중국혁명과중국공산당	박상수	3	전공선택	"화(5) 서관 315호
목(5) 서관 315호"	['화', '목']	[[5], [5]]	['서관 315호', '서관 315호']
HOEW422 - 00	중국사특강Ⅱ	이석현	3	전공선택	화(7-9) 서관 314B호	['화']	[[7, 8, 9]]	['서관 314B호']
HOEW446 - 00	제노사이드와홀로코스트	최호근	3	전공선택	"월(2) 서관 132호
수(2) 서관 132호"	['월', '수']	[[2], [2]]	['서관 132호', '서관 132호']
HOEW468 - 00	라틴아메리카근현대사	박수경	3	전공선택	"화(3) 서관 225호
목(3) 서관 225호"	['화', '목']	[[3], [3]]	['서관 225호', '서관 225호']
HOEW482 - 00	젠더의역사	염운옥	3	전공선택	"화(5) 서관 224B호
목(5) 서관 224B호"	['화', '목']	[[5], [5]]	['서관 224B호', '서관 224B호']
SPAN201 - 00	시청각스페인어I(외국어강의)	LOPEZ MATA DEBORA	2	전공선택	"월(4) 
수(4)"	['월', '수']	[[4], [4]]	['', '']
SPAN212 - 00	중급스페인어연습II(외국어강의)	정인태	2	전공선택	"월(3) 교양관 309호
수(3) 교양관 309호"	['월', '수']	[[3], [3]]	['교양관 309호', '교양관 309호']
SPAN216 - 00	고급스페인어회화(외국어강의)	LOPEZ MATA DEBORA	2	전공선택	"화(4) 서관 402호
목(4) 서관 402호"	['화', '목']	[[4], [4]]	['서관 402호', '서관 402호']
SPAN301 - 00	스페인어학개론(외국어강의)	정혜윤	3	전공선택	"월(5) 서관 225호
수(5) 서관 225호"	['월', '수']	[[5], [5]]	['서관 225호', '서관 225호']
SPAN314 - 00	서중남미지역학II	손혜현	3	전공선택	"월(6) 법학관신관 207호
수(6) 법학관신관 207호"	['월', '수']	[[6], [6]]	['법학관신관 207호', '법학관신관 207호']
SPAN326 - 00	라틴아메리카문학사	배지완	3	전공선택	"화(1) 서관 315호
목(1) 서관 315호"	['화', '목']	[[1], [1]]	['서관 315호', '서관 315호']
SPAN328 - 00	라틴아메리카시	배지완	3	전공선택	"화(2) 서관 315호
목(2) 서관 315호"	['화', '목']	[[2], [2]]	['서관 315호', '서관 315호']
SPAN332 - 00	스페인황금세기문학	김선욱	3	전공선택	"월(3) 교육관 506호
수(3) 교육관 506호"	['월', '수']	[[3], [3]]	['교육관 506호', '교육관 506호']
SPAN336 - 00	스페인사회와영화	백승욱	3	전공선택	"화(5) 현차관 B201호
목(5) 교육관 403호"	['화', '목']	[[5], [5]]	['현차관 B201호', '교육관 403호']
SPAN343 - 00	스페인어,텍스트그리고기술	정혜윤	3	전공선택	"월(2) 서관 401호
수(2) 서관 401호"	['월', '수']	[[2], [2]]	['서관 401호', '서관 401호']
SPAN352 - 00	스페인어교수법(외국어강의)	박소현	3	전공선택	"화(3) 국제관423
목(3) 국제관423"	['화', '목']	[[3], [3]]	['국제관423', '국제관423']
SPAN356 - 00	스페인어권사회의이해	김희순	3	전공선택	"화(6) 국제관 332호
목(6) 국제관 332호"	['화', '목']	[[6], [6]]	['국제관 332호', '국제관 332호']
SPAN366 - 00	스페인작가론(외국어강의)	장재원	3	전공선택	"월(4) CJ법학관 315호
수(4) CJ법학관 315호"	['월', '수']	[[4], [4]]	['CJ법학관 315호', 'CJ법학관 315호']
SPAN376 - 00	스페인근현대문학	장재원	3	전공선택	"월(2) CJ법학관 315호
수(2) CJ법학관 315호"	['월', '수']	[[2], [2]]	['CJ법학관 315호', 'CJ법학관 315호']
SPAN384 - 00	스페인에세이	김재선	3	전공선택	금(2-3) 교육관 501호	['금']	[[2, 3]]	['교육관 501호']
SPAN424 - 00	라틴아메리카문학이론연구	박경은	3	전공선택	"화(6) 국제관 322호
목(6) 국제관 322호"	['화', '목']	[[6], [6]]	['국제관 322호', '국제관 322호']
SPAN457 - 00	라틴아메리카데이터과학의이해	황경진	3	전공선택	"화(4) 국제관423
목(4) 국제관423"	['화', '목']	[[4], [4]]	['국제관423', '국제관423']
EAES204 - 00	지구물리학(영강)	김성룡	3	전공필수	"월(4) 하나과학관 지하 110호
수(4) 하나과학관 지하 110호"	['월', '수']	[[4], [4]]	['하나과학관 지하 110호', '하나과학관 지하 110호']
EAES205 - 00	대기화학	이미혜	3	전공필수	"화(2) 하나과학관 지하 218호
목(2-3) 하나과학관 지하 218호"	['화', '목']	[[2], [2, 3]]	['하나과학관 지하 218호', '하나과학관 지하 218호']
EAES206 - 00	자연수지구화학	윤성택	3	전공필수	"월(1) 아산이학관 117호
수(1) 아산이학관 117호
금(1) 아산이학관 117호"	['월', '수', '금']	[[1], [1], [1]]	['아산이학관 117호', '아산이학관 117호', '아산이학관 117호']
EAES302 - 00	지체구조학(영강)	김동훈	3	전공선택	"화(1) 아산이학관 117호
목(1) 아산이학관 117호"	['화', '목']	[[1], [1]]	['아산이학관 117호', '아산이학관 117호']
EAES308 - 00	지하수환경학(영강)	이순재	3	전공선택	"화(4) 하나과학관 지하 110호
목(4) 하나과학관 지하 110호"	['화', '목']	[[4], [4]]	['하나과학관 지하 110호', '하나과학관 지하 110호']
EAES312 - 00	석유지질학		3	전공선택	"화(5) 아산이학관 331호
목(5) 아산이학관 331호"	['화', '목']	[[5], [5]]	['아산이학관 331호', '아산이학관 331호']
EAES313 - 00	토양환경광물학(영강)	이영재	3	전공필수	"월(2) 하나과학관 307호
수(2) 하나과학관 307호"	['월', '수']	[[2], [2]]	['하나과학관 307호', '하나과학관 307호']
EAES316 - 00	기후변동(영강)	주태규	3	전공필수	"월(3) 아산이학관 117호
수(3) 아산이학관 117호"	['월', '수']	[[3], [3]]	['아산이학관 117호', '아산이학관 117호']
EAES394 - 00	지구과학교과교재연구및지도법	한신	3	교직(비사대)	월(5-6)	['월']	[[5, 6]]	['']
EAES402 - 00	지질공학(영강)	조호영	3	전공필수	"화(6) 아산이학관 231호
목(6-7) 아산이학관 231호"	['화', '목']	[[6], [6, 7]]	['아산이학관 231호', '아산이학관 231호']
EAES412 - 00	우주과학	한신	2	교직(비사대)	월(7-9)	['월']	[[7, 8, 9]]	['']
EAES414 - 00	야외지질학실습	조세현	3	전공필수	금(4-6) 아산이학관 117호	['금']	[[4, 5, 6]]	['아산이학관 117호']
EAES420 - 00	지구환경과학연구Ⅱ	이순재,김성룡	3	전공선택	"월(5) 하나과학관 지하 215호
월(6-7) 하나과학관 지하 215호"	['월', '월']	[[5], [6, 7]]	['하나과학관 지하 215호', '하나과학관 지하 215호']
LIET201 - 00	생태학(영강)	Asia Khamzina	3	전공필수	"월(3) 생명과학관(서관)301호
수(3) 생명과학관(서관)301호"	['월', '수']	[[3], [3]]	['생명과학관(서관)301호', '생명과학관(서관)301호']
LIET206 - 00	물환경학	정진호	3	전공필수	"월(1) 생명과학관(서관) 121호
수(1) 생명과학관(서관) 121호"	['월', '수']	[[1], [1]]	['생명과학관(서관) 121호', '생명과학관(서관) 121호']
LIET222 - 00	환경화학(영강)	권정환	3	전공필수	"화(1) 생명과학관(서관) 401호
목(1) 생명과학관(서관) 401호"	['화', '목']	[[1], [1]]	['생명과학관(서관) 401호', '생명과학관(서관) 401호']
LIET232 - 00	환경생태학	조기종	3	전공필수	"화(2) 생명과학관(서관) 121호
목(2) 생명과학관(서관) 121호"	['화', '목']	[[2], [2]]	['생명과학관(서관) 121호', '생명과학관(서관) 121호']
LIET311 - 00	생태독성학	조기종	3	전공선택	"화(4) 생명과학관(서관) 121호
목(4) 생명과학관(서관) 121호"	['화', '목']	[[4], [4]]	['생명과학관(서관) 121호', '생명과학관(서관) 121호']
LIET313 - 00	환경정책학(영강)	전성우	3	전공선택	"월(3) 생명과학관(서관) 335호
수(3) 생명과학관(서관) 335호"	['월', '수']	[[3], [3]]	['생명과학관(서관) 335호', '생명과학관(서관) 335호']
LIET322 - 00	동물다양성과보전	배연재	3	전공필수	"화(2) 생명과학관(동관)108호
목(2) 생명과학관(동관)108호"	['화', '목']	[[2], [2]]	['생명과학관(동관)108호', '생명과학관(동관)108호']
LIET338 - 00	생물재료화학(영강)	최윤이	3	전공선택	"화(6) 생명과학관(서관)301호
목(6) 생명과학관(서관)301호"	['화', '목']	[[6], [6]]	['생명과학관(서관)301호', '생명과학관(서관)301호']
LIET339 - 00	환경생화학(영강)	이선미	3	전공선택	"월(2) 생명과학관(동관)105호
수(2) 생명과학관(동관)105호"	['월', '수']	[[2], [2]]	['생명과학관(동관)105호', '생명과학관(동관)105호']
LIET341 - 00	토양환경공학	현승훈	3	전공선택	"월(1) 생명과학관(동관)108호
월(1) 생명과학관(동관)109호
수(1) 생명과학관(동관)108호"	['월', '월', '수']	[[1], [1], [1]]	['생명과학관(동관)108호', '생명과학관(동관)109호', '생명과학관(동관)108호']
LIET367 - 00	환경과디자인의이해및실습	전진형	3	전공필수	월(4-6) 생명과학관(서관) 534호	['월']	[[4, 5, 6]]	['생명과학관(서관) 534호']
LIET374 - 00	조경계획및실습(영강)	이정아	3	전공필수	화(1-3) 생명과학관(서관) 335호	['화']	[[1, 2, 3]]	['생명과학관(서관) 335호']
LIET377 - 00	조경컴퓨터그래픽실습	나성진	3	전공선택	수(1-3) 생명과학관(동관)109호	['수']	[[1, 2, 3]]	['생명과학관(동관)109호']
LIET378 - 00	환경원격탐사및실습(영강)	이상철	3	전공선택	화(4-6) 생명과학관(동관)109호	['화']	[[4, 5, 6]]	['생명과학관(동관)109호']
LIET382 - 00	응용미생물학및실험	박우준	3	전공필수	수(5-7) 생명과학관(동관) 314호	['수']	[[5, 6, 7]]	['생명과학관(동관) 314호']
LIET406 - 00	환경생태공학세미나II	현승훈	1	전공필수	화(2) 생명과학관(동관)107 호	['화']	[[2]]	['생명과학관(동관)107 호']
LIET408 - 00	생태복원공학(영강)	옥용식	3	전공필수	"화(1) 생명과학관(동관)109호
목(1) 생명과학관(동관)109호"	['화', '목']	[[1], [1]]	['생명과학관(동관)109호', '생명과학관(동관)109호']
LIET430 - 00	미생물생태학(영강)	박우준	3	전공선택	"화(5) 생명과학관(동관)108호
목(5) 생명과학관(동관)108호"	['화', '목']	[[5], [5]]	['생명과학관(동관)108호', '생명과학관(동관)108호']
LIET492 - 00	지역및도시계획학	성현찬	3	전공선택	"월(6) 생명과학관(서관) 201호
수(6) 생명과학관(서관) 201호"	['월', '수']	[[6], [6]]	['생명과학관(서관) 201호', '생명과학관(서관) 201호']
HANM242 - 00	맹자읽기II	송호빈	3	전공필수	"월(4) 서관 314B호
수(4) 서관 314B호"	['월', '수']	[[4], [4]]	['서관 314B호', '서관 314B호']
HANM250 - 00	한문독해의첫걸음	양원석	3	전공선택	"월(5) 서관 224B호
수(5) 서관 224B호"	['월', '수']	[[5], [5]]	['서관 224B호', '서관 224B호']
HANM251 - 00	서예의감상과실습I	김동협	3	전공선택	금(5-6) 서관 215호	['금']	[[5, 6]]	['서관 215호']
HANM254 - 00	한국한문소설명작감상	정솔미	3	전공선택	"월(5) 서관 314B호
수(5) 서관 314B호"	['월', '수']	[[5], [5]]	['서관 314B호', '서관 314B호']
HANM256 - 00	삼국유사와한국고대문화	김정숙	3	전공선택	"화(5) 법학관구관 B104호
목(5) 법학관구관 B104호"	['화', '목']	[[5], [5]]	['법학관구관 B104호', '법학관구관 B104호']
HANM258 - 00	한자문화권의역사와문화	이송희	3	전공선택	"화(6) 교양관 309호
목(6) 교양관 309호"	['화', '목']	[[6], [6]]	['교양관 309호', '교양관 309호']
HANM262 - 00	한국한시명작감상	유호진	3	전공선택	"화(3) 교양관 313호
목(3) 교양관 313호"	['화', '목']	[[3], [3]]	['교양관 313호', '교양관 313호']
